link,description,location,price,mileage,region,year,std_location
/gbs/cto/6053991204.html,JEEP,North,4500.0,,gbs/,,north
/gbs/cto/6054063585.html,2013 Dodge Dart Rallye multi turbo,Manchester,6900.0,,gbs/,2013.0,manch
/bmw/cto/6048065285.html,2008 Chevy Silverado 1500 WT***61K***4WD***Plow***One Owner***,Framingham,15699.0,61000.0,bmw/,2008.0,frami
/gbs/cto/6054061643.html,2004 Honda Civic Sedan,Waltham,2300.0,,gbs/,2004.0,walth
/bmw/cto/6014980967.html,1993 Corvette 40th Anniversary ZR-1 ***Only 21K Miles***Clean CarFax,Framingham,44998.0,21000.0,bmw/,1993.0,frami
/gbs/cto/6053940710.html,2009 NISSAN MAXIMA,RI,11500.0,,gbs/,2009.0,ri
/nos/cto/6054058484.html,93 Honda accord,,400.0,,nos/,,
/nwb/cto/6045365247.html,2004 Toyota Camry LE,"Andover,",3900.0,,nwb/,2004.0,andov
/nwb/cto/6042355734.html,2003 Toyota Camry XLE One Owner,"Andover,",2900.0,,nwb/,2003.0,andov
/bmw/cto/6040835412.html,2000 Chev K 2500 HD w/ dump bed /8FT Fisher,milford,5800.0,,bmw/,2000.0,milfo
/gbs/cto/6017610855.html,Ford F-250,Waltham,13900.0,,gbs/,,walth
/nos/cto/6054055570.html,2010 Chevy Tahoe LTZ,Rye,17500.0,,nos/,2010.0,rye
/bmw/cto/6054037863.html,2004 toyota corolla,arlington,4895.0,,bmw/,2004.0,arlin
/nwb/cto/6054055014.html,2007 Toyota RAV 4 Lmtd,"Lowell,Ma",11500.0,,nwb/,2007.0,lowel
/gbs/cto/6054051439.html,2009 chevy van 1500 express,Medford,12500.0,,gbs/,2009.0,medfo
/sob/cto/6036985331.html,79 Ford Bronco,Taunton,8000.0,,sob/,,taunt
/nos/cto/6029545472.html,2004 FORD EXPLORER NBX CLEAN NEW TIRES AND BRAKES,KINGSTON,4950.0,,nos/,2004.0,kings
/gbs/cto/6054047151.html,2007 Ford Focus SE 4 Cylinder Gas Saver....New Tires....New Brakes,Lowell,2650.0,,gbs/,2007.0,lowel
/nos/cto/6054046942.html,2002 Suzuki XL-7 4 WD,,1500.0,,nos/,2002.0,
/nos/cto/6045332065.html,"2003 FORD EXPEDITION FIRE CHIEFS RIG,WORKING LIGHTS/SIREN.RADIO",KINGSTON,2900.0,,nos/,2003.0,kings
/nos/cto/6031695470.html,2006 FORD F-150 LOW MILES ONE OWNER,KINGSTON,5400.0,,nos/,2006.0,kings
/gbs/cto/6033297775.html,Ford F450 Dump Truck w/ Lift Gate,Foxboro,15999.0,,gbs/,,foxbo
/sob/cto/6036251447.html,2012 Nissan Versa,Foxboro,7000.0,,sob/,2012.0,foxbo
/nos/cto/6054043715.html,04' Chevy trailblazer,Lynn,3900.0,,nos/,2004.0,lynn
/gbs/cto/6054042762.html,**** 2006 Honda Pilot -  Very Clean **** One Owner,REVERE,8500.0,,gbs/,2006.0,rever
/nos/cto/6054042741.html,Dump truck for sale,,,,nos/,,
/sob/cto/6054041689.html,2004 chevy avalanch 1500 - 4x4  4 Door Truck,quincy,3600.0,,sob/,2004.0,quinc
/gbs/cto/6054041452.html,2011 Ford ranger,,7400.0,,gbs/,2011.0,
/gbs/cto/6054040134.html,2003 Mitsubishi Lancer ES,Haverhill,1800.0,,gbs/,2003.0,haver
/sob/cto/6054028322.html,"Mercury Sable 58,000 Miles",Abington,2195.0,58000.0,sob/,2000.0,abing
/gbs/cto/6050354029.html,2001 PLYMOUTH NEON  ONLY 42K ORIGINAL MILES YES ONLY 42k MIKES AUTO,Exeter,1499.0,42000.0,gbs/,2001.0,exete
/nos/cto/6029107659.html,2014 Subaru Impreza Premium 4 Door wagon/ hatchback,S.,13995.0,,nos/,2014.0,s
/gbs/cto/6054035568.html,"Mercedes sl500 sport. mint ,sell or trade for Maserati or Corvette)",Franklin,16300.0,,gbs/,2000.0,frank
/gbs/cto/6054035349.html,03 Subaru Forester,,2995.0,,gbs/,2003.0,
/nos/cto/6054033316.html,2012 Nissan Sentra,,10000.0,,nos/,2012.0,
/gbs/cto/6054017234.html,2010 Toyota Camry LE,,6200.0,,gbs/,2010.0,
/gbs/cto/6054031807.html,"1997 F-150, Ford Pick Up, Dependable Work Truck",Cambridge,950.0,,gbs/,1997.0,cambr
/nos/cto/6054031158.html,2008 GMC Canyon,Danvers,9500.0,,nos/,2008.0,danve
/sob/cto/6046409708.html,2002 Hyundai XG350,Sagamore,2550.0,,sob/,2002.0,sagam
/bmw/cto/6050501885.html,02 Toyota Camry Damaged for Repair or Parts,Hudson,1395.0,,bmw/,2002.0,hudso
/gbs/cto/6054029314.html,93 Cadillac sedan deville,,650.0,,gbs/,,
/bmw/cto/6054028458.html,2002 chevrolet 2500 extra cab 4x4 silverado 145000 miles,bellingham,4500.0,145000.0,bmw/,2002.0,belli
/gbs/cto/6054026530.html,2009 Toyota Corolla S,,6600.0,,gbs/,2009.0,
/nwb/cto/6047015795.html,2004 Toyota Sienna XLE Limited w/DVD,Methuen,5200.0,,nwb/,2004.0,methu
/nwb/cto/6030460332.html,2008 Honda Pilot AWD EX-L,Methuen,7200.0,,nwb/,2008.0,methu
/nos/cto/6031700602.html,2001 FORD F-350 DUMP BOSS PLOW SETUP,KINGSTON,5500.0,,nos/,2001.0,kings
/nwb/cto/6026868281.html,2000 Lexus RX 300 AWD,Methuen,3300.0,,nwb/,2000.0,methu
/gbs/cto/6054005930.html,2013 GMC TERRAIN!!! 58k miles!,,21995.0,58000.0,gbs/,2013.0,
/nwb/cto/6014520940.html,2005 Honda Odyssey,Methuen,4900.0,,nwb/,2005.0,methu
/sob/cto/6017954237.html,2003 Jeep Liberty - see post,,3300.0,,sob/,2003.0,
/sob/cto/6054018653.html,2006 Volvo S60 2.5T AWD,Whitman,1995.0,,sob/,2006.0,whitm
/gbs/cto/6054017785.html,Jeep Grand Cherokee,Revere,2800.0,,gbs/,,rever
/sob/cto/6046372337.html,2004 Chevy Silverado1500 Standard cab w/plow,,4700.0,,sob/,2004.0,
/sob/cto/6054016540.html,2006 Red Mercury Mariner Hybrid,Norwell,2995.0,,sob/,2006.0,norwe
/gbs/cto/6054016297.html,2008 Nissan Altima,,4500.0,,gbs/,2008.0,
/gbs/cto/6042184067.html,2012 TOYOTA COROLLA,Woburn,8995.0,,gbs/,2012.0,wobur
/gbs/cto/6054015318.html,2014 Mazda 6 Grand Touring,407,17900.0,,gbs/,2014.0,
/gbs/cto/6054014966.html,2009 nissan xterra 4x4,Methuen,3800.0,,gbs/,2009.0,methu
/sob/cto/6054014268.html,2008 Chevrolet Impala LT,Kingston,3750.0,,sob/,2008.0,kings
/sob/cto/6047282299.html,2005 Honda Accord LX super clean,02072,5499.0,,sob/,2005.0,
/gbs/cto/6054013167.html,Honda Civic,Framingham,6500.0,,gbs/,,frami
/sob/cto/6054013127.html,Mazda millennia,East,,,sob/,,east
/sob/cto/6037635131.html,2000 Nissan Maxima GLE very low mileage only 70k miles,,3999.0,70000.0,sob/,2000.0,
/sob/cto/6046324778.html,2008 GMC SIERRA 1500 crew cab,,7900.0,,sob/,2008.0,
/nos/cto/6053992925.html,2002 Subaru Outback Wagon - 131k miles,,2600.0,131000.0,nos/,2002.0,
/gbs/cto/6054010597.html,04 Range Rover Supercharged SUV-2000,,,,gbs/,2000.0,
/gbs/cto/6048419212.html,2006 Infiniti fx35 - fully loaded,,2900.0,,gbs/,2006.0,
/sob/cto/6042981292.html,1996 Toyota Tercel,Randolph,1295.0,,sob/,1996.0,rando
/sob/cto/6042997575.html,2003 Hyundai Sonata,Randolph,1895.0,,sob/,2003.0,rando
/nos/cto/6054008293.html,2005 Crown Victoria,Beverly,3000.0,,nos/,2005.0,bever
/sob/cto/6024282010.html,2007 Honda Accord EX-L excellent condition,,5999.0,,sob/,2007.0,
/gbs/cto/6053974047.html,1999 Buick Century Sedan 95k (miles),Hooksett,1250.0,95000.0,gbs/,1999.0,hooks
/bmw/cto/6050681358.html,Nissan sentra 2004,Everett,2300.0,,bmw/,2004.0,evere
/sob/cto/6022451032.html,2007 chevy impala super clean,,4200.0,,sob/,2007.0,
/sob/cto/6037658069.html,2007 Subaru Impreza 2.5i wagon 4wd,,5995.0,,sob/,2007.0,
/sob/cto/6013265285.html,2006 GMC 2500 HD SLT Crew 4x4 Duramax LBZ/ 19K ORIG miles / NV truck,MA,46500.0,19000.0,sob/,2006.0,ma
/nwb/cto/6054004305.html,"03dodge Ram R/T 1500 PU, 4dr,loaded,no rust",Nashua,6900.0,,nwb/,2003.0,nashu
/gbs/cto/6053988327.html,2010 Honda Civic LX CLEAN,,2048.0,,gbs/,2010.0,
/nwb/cto/6054001761.html,2004 Ford Taurus - Runs Great!,methuen,1800.0,,nwb/,2004.0,methu
/gbs/cto/6053979311.html,2003 TOYOTA AVALON XLS,Lowell,3900.0,,gbs/,2003.0,lowel
/sob/cto/6053975897.html,1999 Buick Century Sedan 95k (miles),Hooksett,1250.0,95000.0,sob/,1999.0,hooks
/sob/cto/6054000200.html,99 Cadillac Deville 50th anniversary edition,Boston,3200.0,,sob/,,bosto
/gbs/cto/6033831611.html,2015 Lexus IS 250 RWD Lease transfer,Boston,377.0,,gbs/,2015.0,bosto
/gbs/cto/6013301266.html,2015 Lexus IS 250 RWD Low Miles,Boston,32900.0,,gbs/,2015.0,bosto
/nwb/cto/6049554993.html,"2014 Honda CR-V LX, AWD, 32K miles, New Tires and Brakes",,16995.0,32000.0,nwb/,2014.0,
/nos/cto/6013770349.html,2011 Jeep Grand Cherokee Limited Hemi,Revere,19500.0,,nos/,2011.0,rever
/gbs/cto/6043661910.html,2015 Mini Cooper S Lease Take Over!,Cambridge,292.0,,gbs/,2015.0,cambr
/gbs/cto/6053921527.html,Do not Miss Out on This Great Chance to Purchase a Well Cared for '06,,2050.0,,gbs/,2006.0,
/bmw/cto/6053974944.html,1999 Buick Century Sedan 95k (miles),Hooksett,1250.0,95000.0,bmw/,1999.0,hooks
/nos/cto/6053992422.html,2000 Subaru Legacy sedan,Hamilton,700.0,,nos/,2000.0,hamil
/nos/cto/6053975418.html,1999 Buick Century Sedan 95k (miles),Hooksett,1250.0,95000.0,nos/,1999.0,hooks
/sob/cto/6053991346.html,2004 Cadillac deville,Brockton,1500.0,,sob/,2004.0,brock
/sob/cto/6053969531.html,2006 Chrysler 300 Touring AWD,New,6800.0,,sob/,2006.0,new
/gbs/cto/6038471247.html,98 HONDA ACCORD VTC,LYNN,1200.0,,gbs/,,lynn
/gbs/cto/6053990052.html,05 Subaru Outback XT AWD 71000,boxford,6300.0,,gbs/,2005.0,boxfo
/gbs/cto/6053925862.html,2005 vw Jetta GLI,Quincy,,,gbs/,2005.0,quinc
/gbs/cto/6037841748.html,99 HONDA CRV,LYNN,1900.0,,gbs/,,lynn
/gbs/cto/6041330917.html,98 HONDA ACCORD,LYNN,1200.0,,gbs/,,lynn
/gbs/cto/6046676970.html,1972 Plymouth Duster 408 Stroker w/ Pistol Grip 4 Speed! Sassy Grass!,South,23995.0,,gbs/,1972.0,south
/gbs/cto/6053988601.html,2010 Honda civic working fine,,2082.0,,gbs/,2010.0,
/gbs/cto/6053988380.html,2010 Porsche Cayenne GTS,,12000.0,,gbs/,2010.0,
/nwb/cto/6053986540.html,2001 Mazda Tribute 4x4!!,methuen,1800.0,,nwb/,2001.0,methu
/nwb/cto/6042260475.html,1992 Honda Accord Coupe - Only 119K Miles!!,methuen,1450.0,119000.0,nwb/,1992.0,methu
/nwb/cto/6033418804.html,2004 Audi A4 Quatro - Loaded!!,methuen,4195.0,,nwb/,2004.0,methu
/nwb/cto/6028273577.html,2005 Chevy Impala - Nice!,methuen,1895.0,,nwb/,2005.0,methu
/nwb/cto/6026262632.html,2006 Hyundai Azera Limited - Sharp!!,methuen,2995.0,,nwb/,2006.0,methu
/nwb/cto/6038355800.html,2004 GMC Envoy 4x4 - Loaded!!,methuen,3495.0,,nwb/,2004.0,methu
/gbs/cto/6053983709.html,1985 Lincoln Town Car under 100k miles,,,100000.0,gbs/,1985.0,
/nwb/cto/6053973560.html,1999 Buick Century Sedan 95k (miles),Hooksett,1250.0,95000.0,nwb/,1999.0,hooks
/nwb/cto/6053983175.html,2011 Gmc 3500 duramax diesel dump,Hudson,32000.0,,nwb/,2011.0,hudso
/gbs/cto/6053981478.html,car for sale by owner,,6500.0,,gbs/,,
/sob/cto/6034621329.html,2011 BMW 328xi,"Haverhill,",8495.0,,sob/,2011.0,haver
/nos/cto/6050811433.html,2011 BMW 328xi,"Haverhill,",8495.0,,nos/,2011.0,haver
/nwb/cto/6050815207.html,2011 BMW 328xi,"Haverhill,",8495.0,,nwb/,2011.0,haver
/gbs/cto/6053903644.html,2008 HONDA ACCORD EXCELLENT CONDITION CLEAN TITLE,,2000.0,,gbs/,2008.0,
